transaction_id,date_time,amount,merchant_name,category,type,payment_method,location,mood_at_time,context_tag,recurring,user_id,budget_category_limit,agent_action
T0228,2025-03-27 00:15:58,270.87,Airbnb,Travel,debit,UPI,Business Bay,Tired,Weekend,True,user_001,500,
T0229,2025-03-30 15:01:58,221.34,Netflix,Entertainment,debit,Cash,Dubai Mall,Tired,After exam,False,user_001,500,
T0230,2025-04-13 01:58:58,280.4,Uber,Travel,debit,Wallet,Dubai Mall,Tired,Late night,True,user_001,100,
T0231,2025-04-16 12:29:58,206.23,Whole Foods,Groceries,debit,Wallet,Campus,Neutral,Shopping mall,False,user_001,200,
T0232,2025-03-30 12:34:58,77.78,Zara,Shopping,debit,Wallet,Business Bay,Excited,Late night,False,user_001,200,
T0233,2025-03-28 18:22:58,258.03,Flipkart,Shopping,debit,Card,Campus,Happy,Workday,True,user_001,200,
T0234,2025-03-23 18:58:58,172.1,Whole Foods,Groceries,debit,Cash,Dubai Mall,Excited,Weekend,True,user_001,300,
T0235,2025-04-05 07:20:58,74.22,McDonald's,Food,debit,Cash,Marina,Happy,Shopping mall,True,user_001,500,
T0236,2025-04-02 03:47:58,295.87,Airbnb,Travel,debit,Wallet,Dubai Mall,Stressed,Workday,True,user_001,300,
T0237,2025-03-31 18:27:58,62.51,Starbucks,Food,debit,UPI,Marina,Excited,Weekend,True,user_001,200,
T0238,2025-04-04 10:32:58,45.49,Gym Membership,Health,debit,Wallet,Dubai Mall,Tired,Workday,False,user_001,100,
T0239,2025-04-06 13:26:58,89.37,Starbucks,Food,debit,UPI,Marina,Stressed,Rainy day,True,user_001,200,
T0240,2025-03-27 22:13:58,251.36,Swiggy,Food,debit,Card,Home,Excited,Shopping mall,False,user_001,200,
T0241,2025-03-30 15:07:58,83.87,Swiggy,Food,debit,Wallet,Dubai Mall,Neutral,Rainy day,True,user_001,200,
T0242,2025-04-12 18:42:58,208.19,Uber,Travel,debit,Cash,Marina,Excited,Workday,False,user_001,100,
T0243,2025-04-17 22:53:58,230.38,Starbucks,Food,debit,Wallet,Dubai Mall,Tired,Late night,True,user_001,100,
T0244,2025-04-12 18:35:58,38.28,Amazon,Shopping,debit,UPI,Campus,Happy,Rainy day,True,user_001,300,
T0245,2025-04-12 21:39:58,106.32,Flipkart,Shopping,debit,Cash,Dubai Mall,Happy,Workday,False,user_001,300,
T0246,2025-04-13 20:01:58,60.72,Swiggy,Food,debit,Card,Business Bay,Tired,Late night,True,user_001,200,
T0247,2025-04-01 13:54:58,288.09,Netflix,Entertainment,debit,Card,Campus,Neutral,Workday,False,user_001,100,
T0248,2025-04-11 12:40:58,64.55,McDonald's,Food,debit,Card,Business Bay,Stressed,After exam,False,user_001,300,
T0249,2025-04-22 01:14:58,56.74,Spotify,Entertainment,debit,Wallet,Campus,Excited,Workday,True,user_001,100,
T0250,2025-03-30 05:39:58,41.3,Flipkart,Shopping,debit,Wallet,Campus,Excited,Late night,True,user_001,300,
T0251,2025-04-14 09:03:58,131.72,Uber,Travel,debit,UPI,Campus,Tired,Late night,True,user_001,100,
T0252,2025-03-24 02:43:58,290.15,Starbucks,Food,debit,UPI,Home,Happy,Weekend,False,user_001,300,
T0253,2025-04-21 13:36:58,286.66,Airbnb,Travel,debit,Card,Home,Stressed,Rainy day,True,user_001,300,
T0254,2025-04-05 13:57:58,277.9,Zara,Shopping,debit,UPI,Campus,Happy,After exam,True,user_001,200,
T0255,2025-04-06 17:02:58,11.14,Uber,Travel,debit,UPI,Marina,Neutral,After exam,False,user_001,200,
T0256,2025-03-30 00:50:58,33.55,Whole Foods,Groceries,debit,Cash,Business Bay,Happy,Shopping mall,True,user_001,200,
T0257,2025-04-02 21:08:58,63.46,Starbucks,Food,debit,Card,Campus,Stressed,Rainy day,False,user_001,300,
T0258,2025-04-05 09:31:58,268.06,Gym Membership,Health,debit,UPI,Home,Excited,Weekend,True,user_001,300,
T0259,2025-04-20 10:18:58,266.45,Zara,Shopping,debit,Wallet,Business Bay,Stressed,After exam,False,user_001,500,
T0260,2025-03-24 02:23:58,16.68,Zara,Shopping,debit,UPI,Dubai Mall,Excited,Weekend,True,user_001,100,
T0261,2025-04-20 13:07:58,191.95,Whole Foods,Groceries,debit,Card,Business Bay,Tired,Workday,True,user_001,100,
T0262,2025-03-28 08:42:58,60.81,Whole Foods,Groceries,debit,Card,Marina,Neutral,Weekend,False,user_001,200,
T0263,2025-04-20 21:34:58,157.04,Amazon,Shopping,debit,UPI,Dubai Mall,Stressed,After exam,False,user_001,200,
T0264,2025-04-10 07:30:58,49.46,Airbnb,Travel,debit,Cash,Business Bay,Happy,Workday,False,user_001,500,
T0265,2025-03-28 22:09:58,166.22,Swiggy,Food,debit,Card,Dubai Mall,Excited,Rainy day,False,user_001,500,
T0266,2025-04-03 03:18:58,136.67,Spotify,Entertainment,debit,Cash,Dubai Mall,Tired,Shopping mall,False,user_001,200,
T0267,2025-04-13 20:33:58,86.09,Gym Membership,Health,debit,Cash,Marina,Stressed,Rainy day,False,user_001,200,
T0268,2025-03-23 23:08:58,238.18,Uber,Travel,debit,UPI,Home,Happy,Shopping mall,False,user_001,100,
T0269,2025-04-06 23:51:58,31.5,Uber,Travel,debit,Card,Business Bay,Neutral,Shopping mall,True,user_001,300,
T0270,2025-03-29 20:08:58,230.68,Zara,Shopping,debit,Card,Campus,Excited,Late night,True,user_001,200,
T0271,2025-04-07 08:55:58,20.12,McDonald's,Food,debit,Card,Marina,Tired,After exam,False,user_001,100,
T0272,2025-04-14 18:43:58,240.19,Zara,Shopping,debit,UPI,Marina,Stressed,Weekend,False,user_001,200,
T0273,2025-04-18 23:09:58,239.6,Gym Membership,Health,debit,Cash,Campus,Neutral,Rainy day,True,user_001,200,
T0274,2025-03-30 06:08:58,92.79,Uber,Travel,debit,Wallet,Campus,Stressed,Shopping mall,True,user_001,500,
T0275,2025-04-10 08:55:58,230.98,Whole Foods,Groceries,debit,Wallet,Home,Tired,Weekend,True,user_001,500,
T0276,2025-04-19 13:43:58,234.4,Flipkart,Shopping,debit,Cash,Marina,Tired,Shopping mall,True,user_001,300,
T0277,2025-04-06 01:00:58,114.62,Uber,Travel,debit,Card,Campus,Stressed,Shopping mall,False,user_001,500,
T0278,2025-04-07 03:59:58,36.15,Netflix,Entertainment,debit,UPI,Dubai Mall,Happy,Workday,False,user_001,100,
T0279,2025-04-09 13:45:58,216.38,Zara,Shopping,debit,UPI,Dubai Mall,Neutral,Workday,True,user_001,500,
T0280,2025-04-07 20:27:58,51.67,Amazon,Shopping,debit,Cash,Dubai Mall,Tired,Shopping mall,True,user_001,500,
T0281,2025-04-18 05:02:58,118.47,Swiggy,Food,debit,Cash,Business Bay,Tired,After exam,True,user_001,300,
T0282,2025-04-12 11:48:58,54.61,McDonald's,Food,debit,UPI,Marina,Tired,Weekend,False,user_001,200,
T0283,2025-04-06 16:40:58,298.52,Zara,Shopping,debit,Cash,Marina,Happy,Late night,False,user_001,200,
T0284,2025-03-28 13:34:58,47.05,Whole Foods,Groceries,debit,UPI,Campus,Happy,Weekend,False,user_001,500,
T0285,2025-04-11 19:13:58,9.34,Uber,Travel,debit,Wallet,Business Bay,Stressed,Rainy day,False,user_001,500,
T0286,2025-04-16 05:39:58,283.84,Airbnb,Travel,debit,Cash,Dubai Mall,Neutral,Workday,True,user_001,200,
T0287,2025-04-13 07:53:58,135.8,Uber,Travel,debit,Wallet,Campus,Excited,Workday,False,user_001,100,
T0288,2025-03-24 14:08:58,56.24,Zara,Shopping,debit,UPI,Dubai Mall,Excited,Shopping mall,True,user_001,300,
T0289,2025-03-29 15:16:58,157.37,Zara,Shopping,debit,UPI,Business Bay,Neutral,Weekend,False,user_001,500,
T0290,2025-04-17 01:12:58,141.7,Flipkart,Shopping,debit,Card,Business Bay,Neutral,Late night,False,user_001,100,
T0291,2025-03-26 05:10:58,154.6,Zara,Shopping,debit,Wallet,Campus,Stressed,Workday,True,user_001,300,
T0292,2025-04-18 11:59:58,269.73,Swiggy,Food,debit,UPI,Marina,Happy,Workday,False,user_001,200,
T0293,2025-04-19 07:11:58,137.5,Swiggy,Food,debit,Card,Home,Excited,Workday,False,user_001,200,
T0294,2025-04-08 03:15:58,143.16,Airbnb,Travel,debit,Wallet,Marina,Neutral,Workday,False,user_001,200,
T0295,2025-04-16 22:54:58,197.52,Netflix,Entertainment,debit,Cash,Business Bay,Happy,Late night,False,user_001,500,
T0296,2025-04-14 12:17:58,268.94,Whole Foods,Groceries,debit,Cash,Marina,Tired,Shopping mall,False,user_001,300,
T0297,2025-04-06 06:29:58,116.95,McDonald's,Food,debit,UPI,Dubai Mall,Stressed,Late night,True,user_001,200,
T0298,2025-04-17 05:00:58,253.52,Netflix,Entertainment,debit,Wallet,Marina,Tired,Workday,False,user_001,500,
T0299,2025-04-20 02:26:58,120.76,Flipkart,Shopping,debit,Cash,Campus,Neutral,Rainy day,True,user_001,100,
T0300,2025-04-11 18:43:58,167.92,Netflix,Entertainment,debit,Cash,Dubai Mall,Tired,Shopping mall,False,user_001,200,
T0301,2025-04-10 03:24:58,277.23,Flipkart,Shopping,debit,UPI,Business Bay,Excited,Rainy day,False,user_001,300,
T0302,2025-04-18 03:47:58,23.47,Amazon,Shopping,debit,UPI,Business Bay,Neutral,Rainy day,False,user_001,500,
T0303,2025-04-19 20:30:58,68.61,Netflix,Entertainment,debit,Cash,Marina,Tired,After exam,True,user_001,100,
T0304,2025-04-18 12:51:58,61.84,Spotify,Entertainment,debit,Card,Campus,Stressed,After exam,True,user_001,200,
T0305,2025-04-15 07:05:58,219.38,Uber,Travel,debit,UPI,Business Bay,Happy,Weekend,False,user_001,500,
T0306,2025-04-06 08:20:58,12.8,Amazon,Shopping,debit,Wallet,Home,Neutral,Weekend,False,user_001,300,
T0307,2025-04-11 11:09:58,131.02,Netflix,Entertainment,debit,Wallet,Campus,Neutral,Weekend,False,user_001,500,
T0308,2025-03-25 07:34:58,25.92,Starbucks,Food,debit,Card,Campus,Excited,Rainy day,False,user_001,300,
T0309,2025-04-15 06:27:58,112.56,Flipkart,Shopping,debit,Card,Business Bay,Happy,Weekend,False,user_001,200,
T0310,2025-04-10 22:07:58,212.46,McDonald's,Food,debit,UPI,Home,Stressed,Late night,False,user_001,200,
T0311,2025-04-04 15:36:58,35.1,Swiggy,Food,debit,UPI,Marina,Stressed,After exam,True,user_001,200,
T0312,2025-03-26 12:07:58,124.9,McDonald's,Food,debit,Cash,Marina,Neutral,After exam,False,user_001,300,
T0313,2025-04-04 09:26:58,274.07,Netflix,Entertainment,debit,UPI,Dubai Mall,Tired,Workday,True,user_001,300,
T0314,2025-03-25 18:27:58,104.21,Gym Membership,Health,debit,Wallet,Dubai Mall,Excited,Workday,False,user_001,500,
T0315,2025-04-09 04:42:58,268.06,Swiggy,Food,debit,Card,Business Bay,Excited,Weekend,False,user_001,500,
T0316,2025-04-19 07:25:58,146.33,Spotify,Entertainment,debit,UPI,Marina,Excited,Rainy day,True,user_001,200,
T0317,2025-03-26 03:26:58,143.95,Flipkart,Shopping,debit,UPI,Business Bay,Happy,Weekend,True,user_001,300,
T0318,2025-04-15 05:05:58,78.83,Flipkart,Shopping,debit,UPI,Dubai Mall,Tired,Workday,False,user_001,200,
T0319,2025-04-06 22:44:58,32.57,Flipkart,Shopping,debit,Wallet,Campus,Excited,Rainy day,False,user_001,300,
T0320,2025-03-31 00:38:58,183.05,Amazon,Shopping,debit,Wallet,Dubai Mall,Excited,Shopping mall,True,user_001,300,
T0321,2025-04-03 21:25:58,6.62,Swiggy,Food,debit,Card,Dubai Mall,Excited,Shopping mall,False,user_001,300,
T0322,2025-04-20 09:03:58,84.15,Gym Membership,Health,debit,UPI,Home,Neutral,Workday,False,user_001,200,
T0323,2025-04-20 12:11:58,51.43,Netflix,Entertainment,debit,Cash,Campus,Tired,Late night,False,user_001,100,
T0324,2025-03-26 20:03:58,89.34,Gym Membership,Health,debit,UPI,Campus,Neutral,After exam,False,user_001,100,
T0325,2025-04-12 02:53:58,26.13,Gym Membership,Health,debit,UPI,Dubai Mall,Excited,Workday,True,user_001,100,
T0326,2025-03-26 22:10:58,5.64,Amazon,Shopping,debit,Cash,Business Bay,Tired,Weekend,True,user_001,200,
T0327,2025-04-17 07:32:58,163.64,Starbucks,Food,debit,Cash,Business Bay,Tired,Late night,True,user_001,100,
T0328,2025-03-29 13:00:58,70.26,Spotify,Entertainment,debit,Card,Campus,Neutral,Weekend,False,user_001,500,
T0329,2025-04-21 21:16:58,253.52,Uber,Travel,debit,Cash,Dubai Mall,Happy,Workday,False,user_001,500,
T0330,2025-04-15 16:36:58,142.18,Airbnb,Travel,debit,UPI,Campus,Tired,Late night,False,user_001,200,
T0331,2025-04-01 15:05:58,74.61,Swiggy,Food,debit,Cash,Business Bay,Excited,Weekend,False,user_001,500,
T0332,2025-03-25 22:59:58,264.64,Whole Foods,Groceries,debit,Cash,Home,Tired,After exam,True,user_001,200,
T0333,2025-03-28 21:19:58,75.46,Starbucks,Food,debit,Card,Business Bay,Excited,Late night,True,user_001,100,
T0334,2025-03-26 01:18:58,52.17,Whole Foods,Groceries,debit,Card,Business Bay,Happy,Weekend,False,user_001,300,
T0335,2025-04-21 18:35:58,245.62,Gym Membership,Health,debit,UPI,Campus,Neutral,Weekend,False,user_001,100,
T0336,2025-04-02 06:58:58,136.55,Gym Membership,Health,debit,Wallet,Home,Happy,Late night,False,user_001,300,
T0337,2025-04-02 05:11:58,183.48,Swiggy,Food,debit,UPI,Business Bay,Excited,After exam,True,user_001,100,
T0338,2025-04-21 08:29:58,165.74,Flipkart,Shopping,debit,Card,Dubai Mall,Tired,After exam,False,user_001,200,
T0339,2025-04-01 16:09:58,55.54,Starbucks,Food,debit,Card,Dubai Mall,Happy,Weekend,False,user_001,200,
T0340,2025-04-07 20:19:58,136.81,Starbucks,Food,debit,Card,Campus,Happy,Rainy day,True,user_001,300,
T0341,2025-03-30 17:23:58,198.57,Starbucks,Food,debit,UPI,Dubai Mall,Tired,After exam,True,user_001,500,
T0342,2025-04-05 13:29:58,96.67,Uber,Travel,debit,UPI,Marina,Excited,Shopping mall,True,user_001,100,
T0343,2025-04-09 02:24:58,39.0,Whole Foods,Groceries,debit,Card,Campus,Neutral,Workday,False,user_001,200,
T0344,2025-03-31 02:09:58,146.63,Zara,Shopping,debit,Card,Business Bay,Excited,Late night,False,user_001,200,
T0345,2025-04-13 23:23:58,86.22,Starbucks,Food,debit,Cash,Campus,Tired,Late night,False,user_001,200,
T0346,2025-04-10 08:18:58,230.88,Swiggy,Food,debit,Cash,Dubai Mall,Excited,Workday,False,user_001,300,
T0347,2025-03-27 23:30:58,159.46,Zara,Shopping,debit,Wallet,Campus,Happy,Shopping mall,False,user_001,500,
T0348,2025-04-10 08:12:58,280.9,Spotify,Entertainment,debit,Card,Marina,Excited,Weekend,False,user_001,200,
T0349,2025-03-27 02:31:58,217.02,Whole Foods,Groceries,debit,Card,Dubai Mall,Tired,After exam,True,user_001,200,
T0350,2025-04-10 01:33:58,91.68,Uber,Travel,debit,UPI,Marina,Excited,Late night,False,user_001,100,
T0351,2025-04-03 23:18:58,212.57,McDonald's,Food,debit,UPI,Business Bay,Neutral,Rainy day,True,user_001,200,
T0352,2025-03-27 06:40:58,198.23,Swiggy,Food,debit,UPI,Marina,Tired,After exam,False,user_001,100,
T0353,2025-04-17 07:23:58,298.47,McDonald's,Food,debit,Wallet,Dubai Mall,Tired,Shopping mall,False,user_001,200,
T0354,2025-03-27 23:49:58,153.85,McDonald's,Food,debit,Wallet,Marina,Stressed,Late night,True,user_001,200,
T0355,2025-04-18 06:13:58,129.04,Zara,Shopping,debit,Cash,Home,Excited,After exam,True,user_001,100,
T0356,2025-04-20 18:52:58,140.79,Whole Foods,Groceries,debit,Cash,Business Bay,Neutral,Rainy day,False,user_001,100,
T0357,2025-04-11 03:26:58,151.6,Spotify,Entertainment,debit,Card,Home,Neutral,Weekend,True,user_001,200,
T0358,2025-04-14 08:52:58,298.01,Uber,Travel,debit,Cash,Dubai Mall,Tired,Weekend,False,user_001,200,
T0359,2025-03-26 22:29:58,61.04,Starbucks,Food,debit,Cash,Marina,Tired,Late night,False,user_001,100,
T0360,2025-03-26 00:22:58,108.52,Airbnb,Travel,debit,UPI,Marina,Tired,Rainy day,True,user_001,300,
T0361,2025-04-02 13:47:58,89.91,Gym Membership,Health,debit,Cash,Home,Stressed,Rainy day,False,user_001,200,
T0362,2025-04-11 04:39:58,231.56,Amazon,Shopping,debit,UPI,Marina,Excited,Shopping mall,False,user_001,100,
T0363,2025-04-03 02:59:58,14.26,Flipkart,Shopping,debit,Card,Marina,Tired,Workday,True,user_001,500,
T0364,2025-03-25 23:14:58,140.67,Netflix,Entertainment,debit,UPI,Business Bay,Stressed,After exam,True,user_001,300,
T0365,2025-04-07 06:00:58,295.63,Starbucks,Food,debit,Wallet,Business Bay,Tired,Rainy day,True,user_001,200,
T0366,2025-04-16 11:43:58,103.24,Amazon,Shopping,debit,Cash,Marina,Tired,After exam,True,user_001,100,
T0367,2025-04-06 22:26:58,14.76,Swiggy,Food,debit,Card,Business Bay,Stressed,Shopping mall,True,user_001,500,
T0368,2025-04-19 09:06:58,41.02,Swiggy,Food,debit,Card,Business Bay,Tired,After exam,False,user_001,100,
T0369,2025-04-09 02:58:58,164.8,Amazon,Shopping,debit,UPI,Campus,Tired,Shopping mall,True,user_001,200,
T0370,2025-04-01 17:24:58,124.12,Uber,Travel,debit,Cash,Home,Tired,Weekend,True,user_001,500,
T0371,2025-03-30 09:33:58,284.57,Amazon,Shopping,debit,UPI,Dubai Mall,Tired,Shopping mall,False,user_001,200,
T0372,2025-03-29 18:55:58,163.13,Swiggy,Food,debit,Wallet,Campus,Happy,Workday,True,user_001,100,
T0373,2025-04-16 05:13:58,22.64,Spotify,Entertainment,debit,UPI,Campus,Happy,Rainy day,False,user_001,200,
T0374,2025-04-12 22:05:58,196.61,Netflix,Entertainment,debit,Card,Dubai Mall,Stressed,Weekend,True,user_001,500,
T0375,2025-04-06 11:35:58,141.24,Uber,Travel,debit,Card,Home,Happy,Shopping mall,False,user_001,500,
T0376,2025-04-19 03:20:58,100.42,Amazon,Shopping,debit,Wallet,Home,Neutral,Workday,True,user_001,200,
T0377,2025-04-20 01:05:58,134.82,Starbucks,Food,debit,Wallet,Marina,Tired,Shopping mall,True,user_001,300,
T0378,2025-04-08 09:11:58,7.2,Whole Foods,Groceries,debit,Wallet,Campus,Tired,Weekend,False,user_001,300,
T0379,2025-04-11 18:39:58,278.72,Flipkart,Shopping,debit,UPI,Campus,Neutral,Workday,False,user_001,200,
T0380,2025-04-04 20:18:58,195.97,Zara,Shopping,debit,Cash,Business Bay,Stressed,Shopping mall,False,user_001,100,
T0381,2025-04-20 00:38:58,118.05,Spotify,Entertainment,debit,Cash,Business Bay,Stressed,Late night,False,user_001,300,
T0382,2025-03-30 00:27:58,182.06,McDonald's,Food,debit,Card,Business Bay,Stressed,Late night,False,user_001,200,
T0383,2025-04-06 09:12:58,126.9,Uber,Travel,debit,UPI,Dubai Mall,Neutral,Weekend,False,user_001,100,
T0384,2025-04-14 17:24:58,290.19,Amazon,Shopping,debit,UPI,Business Bay,Excited,Rainy day,False,user_001,300,
T0385,2025-04-06 19:32:58,228.09,Uber,Travel,debit,Card,Marina,Happy,Rainy day,True,user_001,300,
T0386,2025-03-28 02:18:58,41.91,Amazon,Shopping,debit,Wallet,Campus,Excited,Rainy day,False,user_001,500,
T0387,2025-04-02 02:26:58,159.63,Gym Membership,Health,debit,Card,Marina,Neutral,Shopping mall,False,user_001,100,
T0388,2025-04-13 09:13:58,223.66,Uber,Travel,debit,Card,Home,Happy,Shopping mall,False,user_001,100,
T0389,2025-03-31 01:48:58,163.88,Whole Foods,Groceries,debit,Wallet,Dubai Mall,Excited,Workday,False,user_001,100,
T0390,2025-03-29 10:18:58,55.3,Netflix,Entertainment,debit,UPI,Marina,Stressed,After exam,False,user_001,300,
T0391,2025-04-12 07:46:58,266.54,Gym Membership,Health,debit,UPI,Marina,Stressed,After exam,True,user_001,300,
T0392,2025-04-10 14:49:58,280.02,Netflix,Entertainment,debit,Card,Home,Happy,Weekend,True,user_001,200,
T0393,2025-04-18 01:30:58,28.39,Airbnb,Travel,debit,UPI,Dubai Mall,Excited,Weekend,True,user_001,500,
T0394,2025-04-16 08:25:58,293.4,Starbucks,Food,debit,Cash,Marina,Happy,Weekend,True,user_001,300,
T0395,2025-04-01 19:32:58,53.49,Uber,Travel,debit,Cash,Dubai Mall,Happy,After exam,True,user_001,300,
T0396,2025-04-03 11:36:58,42.31,Flipkart,Shopping,debit,Wallet,Campus,Neutral,Late night,True,user_001,500,
T0397,2025-04-13 14:48:58,168.3,Whole Foods,Groceries,debit,Wallet,Business Bay,Stressed,Late night,True,user_001,300,
T0398,2025-04-20 06:36:58,270.49,Amazon,Shopping,debit,Card,Home,Stressed,Late night,False,user_001,500,
T0399,2025-04-16 04:32:58,130.85,Airbnb,Travel,debit,Card,Marina,Neutral,After exam,True,user_001,200,
T0400,2025-04-13 21:43:58,275.04,Spotify,Entertainment,debit,Cash,Business Bay,Happy,Workday,True,user_001,300,
T0401,2025-04-10 20:42:58,99.71,Starbucks,Food,debit,Cash,Home,Stressed,Late night,True,user_001,500,
T0402,2025-03-31 09:14:58,209.82,Swiggy,Food,debit,Card,Marina,Neutral,Late night,False,user_001,300,
T0403,2025-04-22 06:13:58,223.12,McDonald's,Food,debit,Cash,Home,Neutral,After exam,True,user_001,300,
T0404,2025-04-10 13:46:58,292.97,Swiggy,Food,debit,Wallet,Dubai Mall,Excited,Workday,True,user_001,100,
T0405,2025-04-22 03:47:58,120.42,Flipkart,Shopping,debit,Cash,Campus,Stressed,Shopping mall,False,user_001,500,
T0406,2025-04-08 13:15:58,281.86,Amazon,Shopping,debit,UPI,Business Bay,Happy,After exam,True,user_001,300,
T0407,2025-04-01 12:34:58,19.95,McDonald's,Food,debit,Card,Marina,Neutral,Late night,False,user_001,100,
T0408,2025-04-13 12:31:58,202.68,Flipkart,Shopping,debit,Card,Dubai Mall,Stressed,Shopping mall,True,user_001,500,
T0409,2025-03-27 20:47:58,108.38,Swiggy,Food,debit,UPI,Business Bay,Tired,After exam,False,user_001,200,
T0410,2025-03-29 15:10:58,148.36,Uber,Travel,debit,Wallet,Dubai Mall,Stressed,Shopping mall,True,user_001,200,
T0411,2025-04-13 08:02:58,164.04,Amazon,Shopping,debit,Card,Campus,Tired,Rainy day,True,user_001,500,
T0412,2025-04-21 22:41:58,207.9,McDonald's,Food,debit,UPI,Business Bay,Neutral,Workday,False,user_001,500,
T0413,2025-04-12 02:35:58,259.91,Gym Membership,Health,debit,Card,Campus,Excited,After exam,True,user_001,200,
T0414,2025-03-27 04:14:58,116.45,Whole Foods,Groceries,debit,Cash,Marina,Tired,Rainy day,False,user_001,300,
T0415,2025-04-04 07:24:58,195.65,Zara,Shopping,debit,Cash,Home,Happy,Workday,False,user_001,500,
T0416,2025-04-18 15:24:58,75.36,Swiggy,Food,debit,UPI,Business Bay,Excited,Shopping mall,True,user_001,200,
T0417,2025-04-02 03:41:58,97.88,Netflix,Entertainment,debit,Card,Dubai Mall,Neutral,Weekend,True,user_001,200,
T0418,2025-04-15 15:13:58,184.73,Gym Membership,Health,debit,Wallet,Marina,Excited,Late night,False,user_001,300,
T0419,2025-04-15 08:18:58,76.76,Gym Membership,Health,debit,Cash,Campus,Happy,Late night,False,user_001,100,
T0420,2025-04-06 12:25:58,25.03,Uber,Travel,debit,Wallet,Dubai Mall,Excited,After exam,True,user_001,500,
T0421,2025-04-17 14:03:58,130.8,Airbnb,Travel,debit,Wallet,Campus,Excited,Late night,False,user_001,300,
T0422,2025-04-16 18:37:58,35.45,Uber,Travel,debit,Card,Campus,Excited,Rainy day,False,user_001,500,
T0423,2025-03-24 01:25:58,60.39,Airbnb,Travel,debit,Card,Home,Stressed,Workday,True,user_001,100,
T0424,2025-04-13 06:12:58,19.27,Starbucks,Food,debit,Card,Business Bay,Stressed,Weekend,True,user_001,100,
T0425,2025-04-16 08:03:58,39.32,Amazon,Shopping,debit,Wallet,Business Bay,Stressed,Weekend,True,user_001,100,
T0426,2025-04-07 18:50:58,296.37,Amazon,Shopping,debit,UPI,Dubai Mall,Excited,Late night,True,user_001,300,
T0427,2025-03-28 22:17:58,248.65,Gym Membership,Health,debit,Card,Campus,Happy,Late night,True,user_001,200,
T0428,2025-04-22 03:55:58,105.84,Airbnb,Travel,debit,Cash,Dubai Mall,Happy,Shopping mall,True,user_001,100,
T0429,2025-04-12 00:31:58,210.64,Netflix,Entertainment,debit,UPI,Campus,Excited,Shopping mall,True,user_001,500,
T0430,2025-04-12 22:07:58,64.58,Flipkart,Shopping,debit,Cash,Home,Neutral,Workday,False,user_001,100,
T0431,2025-04-06 00:18:58,178.07,Gym Membership,Health,debit,UPI,Campus,Stressed,Rainy day,True,user_001,200,
T0432,2025-03-24 14:35:58,105.73,Airbnb,Travel,debit,Wallet,Business Bay,Neutral,Weekend,True,user_001,500,
T0433,2025-03-31 10:31:58,255.02,Flipkart,Shopping,debit,Wallet,Business Bay,Excited,Shopping mall,True,user_001,200,
T0434,2025-04-13 04:08:58,90.35,Airbnb,Travel,debit,Card,Business Bay,Stressed,After exam,False,user_001,200,
T0435,2025-03-27 03:12:58,192.54,Airbnb,Travel,debit,Card,Home,Happy,Rainy day,False,user_001,300,
T0436,2025-03-23 16:32:58,103.21,Flipkart,Shopping,debit,Card,Marina,Tired,Rainy day,False,user_001,300,
T0437,2025-04-08 02:21:58,78.19,Zara,Shopping,debit,Wallet,Home,Stressed,Rainy day,True,user_001,200,
T0438,2025-04-05 03:35:58,6.41,McDonald's,Food,debit,Card,Dubai Mall,Excited,Shopping mall,False,user_001,500,
T0439,2025-04-21 22:27:58,94.03,Amazon,Shopping,debit,UPI,Business Bay,Happy,Workday,False,user_001,200,
T0440,2025-04-09 23:30:58,270.15,Spotify,Entertainment,debit,UPI,Marina,Tired,Weekend,False,user_001,500,
T0441,2025-04-07 20:49:58,95.9,Gym Membership,Health,debit,Wallet,Campus,Tired,Late night,False,user_001,300,
T0442,2025-03-30 18:25:58,190.94,Spotify,Entertainment,debit,Card,Campus,Happy,Late night,True,user_001,300,
T0443,2025-04-21 20:05:58,149.0,Flipkart,Shopping,debit,UPI,Campus,Happy,Rainy day,True,user_001,100,
T0444,2025-04-11 18:37:58,209.4,Gym Membership,Health,debit,Wallet,Campus,Happy,Weekend,True,user_001,300,
T0445,2025-04-09 21:27:58,96.08,Zara,Shopping,debit,Wallet,Marina,Tired,Weekend,False,user_001,500,
T0446,2025-04-02 02:51:58,100.46,McDonald's,Food,debit,UPI,Business Bay,Neutral,Late night,False,user_001,200,
T0447,2025-04-09 10:48:58,260.57,Flipkart,Shopping,debit,UPI,Campus,Excited,Late night,False,user_001,300,
T0448,2025-03-30 22:21:58,183.11,Uber,Travel,debit,Cash,Marina,Neutral,Late night,True,user_001,100,
T0449,2025-03-31 11:25:58,283.51,Gym Membership,Health,debit,UPI,Home,Stressed,Late night,False,user_001,200,
T0450,2025-04-01 10:00:58,49.58,Flipkart,Shopping,debit,Card,Campus,Happy,Late night,False,user_001,100,
T0451,2025-04-22 00:51:58,194.19,McDonald's,Food,debit,Card,Marina,Tired,Rainy day,False,user_001,200,
T0452,2025-04-05 10:31:58,227.56,Swiggy,Food,debit,Cash,Business Bay,Excited,Workday,True,user_001,300,
T0453,2025-04-02 13:56:58,277.89,Airbnb,Travel,debit,Cash,Dubai Mall,Tired,Late night,True,user_001,100,
T0454,2025-04-12 17:58:58,135.02,Starbucks,Food,debit,UPI,Marina,Stressed,Late night,False,user_001,200,
